Equipment Type,PM Type,Checklist Item
ALL,1000H,Check all lights for operation and condition
ALL,1000H,FRAME & ATTACHMENTS
ALL,1000H,Check all boom pins and bushings for condition
ALL,1000H,Check fork asssembly for wear or cracks
ALL,1000H,"Check box for wear, damage and cracks"
ALL,1000H,Check entire frame for damage or cracks
ALL,1000H,"Check ROPS for damage, cracks and mounting"
ALL,1000H,Ensure ROPS tag is securely mounted and legible
ALL,1000H,Check fire extinguisher mounting and condition
ALL,1000H,Inspect all grease lines mounting and condition
ALL,1000H,Inspect all grease fittings conditon and functionality
ALL,1000H,Grease entire unit
ALL,1000H,FIRE SUPPRESSION (MANUAL SYSTEM)
ALL,1000H,Units Equipped with Checkfire use Ansul Inspection Sheet
ALL,1000H,Note general appearance and mount of dry chemical tank
ALL,1000H,"Check nameplates for readabilty, mounting and corrosion"
ALL,1000H,"Remove fill cap,examine gasket, threads and relief vent"
ALL,1000H,Ensure tank is filled with free flowing ansul dry foray chemical to a level not more than three inches below bottom of fill opening
ALL,1000H,Lubricate fill cap gasket with high temp grease and reinstall hand tight
ALL,1000H,Ensure tank is securely mounted and damage free
ALL,1000H,Disengage burst disc union and examing burst disc
ALL,1000H,Install air line adapter and blow air through system ensuring all nozzles receive air and no leaks in system
ALL,1000H,Remove adapter and reinstall burst disc union wrench tighten but with caution
ALL,1000H,"Check all hoses, fittings and nozzles for damage mounting and wear"
ALL,1000H,"Check all nozzles for placement, mounting and condition, install new blow-off caps"
ALL,1000H,Check remote actuator. Inspect threads and relief vent examine and lubricate gasket
ALL,1000H,Remove expellant gas cartridge check for damage or corrosion
ALL,1000H,Pull ring pin and try actuator several times checking for freedom of movement
ALL,1000H,Check threads and relief vent check and lubricate gasket with high temp grease
ALL,1000H,Return cartridge to receiver and hand tighten
ALL,1000H,Ensure FSS engine shutdown is functional
ALL,1000H,Seal ring pin to actuator with plastic seal or lead and wire
ALL,250H,Check that all wheel chocks are present
ALL,250H,Perform park brake test 
ALL,250H,Perform service brake test
ALL,250H,Perform aux brake test
ALL,250H,Check mounting and operation of all lights
ALL,250H,Check condition of all guages & warning lights
ALL,250H,Check ari pressure low air warning
ALL,250H,Check seat & belts mounting & condition
ALL,250H,Check unit for leaks
ALL,250H,Check for unusal noises  vibration
ALL,250H,With machine at operating temp do gas test
ALL,250H,CO ____________________   NOX ___________________
ALL,250H,ENGINE SECTION
ALL,250H,Change engine oil & filters
ALL,250H,Change fuel filters
ALL,250H,Check air filters change if required
ALL,250H,Check & torque engine mounts
ALL,250H,Inspect all intake & exhaust piping & manifolds
ALL,250H,Check fan belts &adjust if needed
ALL,250H,"Check alt mounting,belts & charging"
ALL,250H,Check starter & operation
ALL,250H,Check all wiring harnesses
ALL,250H,TRANSMISSION AND CONVERTOR
ALL,250H,Change trans filters
ALL,250H,Check & adjust oil level
ALL,250H,Check shifting and neutral start operation
ALL,250H,Check and tighten trans mounts
ALL,250H,Inspect & luricate drivelines
ALL,250H,Check for leaks
ALL,250H,Check condition of hosing
ALL,250H,"Check retarder mounting, plumbing & operation"
ALL,250H,FRONT AXLE
ALL,250H,Check axle oil levels & condition
ALL,250H,Check axle for leaks
ALL,250H,Check axle mounting bolts
ALL,250H,Check axle breather
ALL,250H,Retorque wheel nuts
ALL,250H,Check condition of tires & rims
ALL,250H,Check all hoses & wiring under front half of machine
ALL,250H,REAR AXLE
ALL,250H,Check axle oil levels & condition
ALL,250H,Check axle for leaks
ALL,250H,Check axle mounting bolts
ALL,250H,Check axle breather
ALL,250H,Retorque wheel nuts
ALL,250H,Check condition of tires & rims
ALL,250H,Check all hoses & wiring under rear half of machine
ALL,250H,BRAKES SYSTEM
ALL,250H,Check for mounting & leaks on all brake lines
ALL,250H,Check slack adjuster operation
ALL,250H,Check proper operation of all brake valves
ALL,250H,Ensure all air pressures are correct
ALL,250H,Check condition of shoes & drums
ALL,250H,Adjust brakes if required
ALL,250H,HYDRAULICS SYSTEM
ALL,250H,Check hyd oil level & condition
ALL,250H,Change hyd filters
ALL,250H,Check over entire unit for hyd leaks
ALL,250H,"Check all hoses for mounting, routing & condition"
ALL,250H,Check mounting of all pumps & valves
ALL,250H,Checkall hyd functionsfor proper operation
ALL,250H,STEERING SYSTEM
ALL,250H,Check steering operation
ALL,250H,Check condition of all steer linkage
ALL,250H,Check adjustment & condition of steer stops
ALL,250H,Check condition of steer pins & bushings
ALL,250H,Check condition of king pins
ALL,250H,ELECTRICAL SYSTEM 
ALL,250H,Check clean & tighten all battery connections & mounts
ALL,250H,Check all guages & switches condition & operation
ALL,250H,Check all wiring & harneses condition & mounting
ALL,250H,Check all lights for operation & condition
ALL,250H,Check function of fss engine shutdown
ALL,250H,FRAME & ATTACHMENTS
ALL,250H,"Check cement drum for wear, damaged & cracks"
ALL,250H,Check entire frame for cracks & damage
ALL,250H,"Checks ROPS for mounting, cracks & damage"
ALL,250H,Check fire extingiusher mounting & condition
ALL,250H,Inspect all grease lines & fittings condition
ALL,250H,Grease entire unit
ALL,250H,FIRE SUPPRESSION
ALL,250H,Units equipped with checkfire use ansul inspection sheet
ALL,250H,Note general appearance & mount of drl chemical tank
ALL,250H,"Check nameplates for readability, mounting & corrosion"
ALL,250H,"Remove fill cap, examine gasket, threads & relief vent"
ALL,250H,Ensure tankis filled with free flowing ansul dry foray chemical to a
ALL,250H,"level not more than 3"" bekow bottom of fill opening"
ALL,250H,Lubricate fill ap gasket with high temp grease & install
ALL,250H,Ensure tank is securely mounted & damage free
ALL,250H,Disengage burst disc union & examine burst disc
ALL,250H, Install air line adapter & blow air through system ensuring all
ALL,250H,nozzles receive air & no leaks in system
ALL,250H,"Remove adapter & install bursting disc, wrench tighten with caution"
ALL,250H,"Check all hoses, fittings & nozzles for damage, monuting & wear"
ALL,250H,"Check all nozzles for placement, mounting & condition, "
ALL,250H,install new blow off caps
ALL,250H,"Check remote actuator, inspect threads & relief vent"
ALL,250H,exanime & lubricate gasket
ALL,250H,Remove expellent gas cartridge check for damage or corrosion
ALL,250H,Pull ring pin & try actuator several times checking for
ALL,250H,freedom of movement
ALL,250H,Check threads & relief vent check & lubricate gasket
ALL,250H,Return cartridge to receiver & hand tighten
ALL,250H,Ensure FSS engine shutdown is functional
ALL,250H,Seal ring pin to actuator with plastic seal 
ALL,250H,ITEM
ALL,250H,Check engine oil
ALL,250H,Start engine
ALL,250H,Check guages
ALL,250H,Check transmission oil
ALL,250H,Check all controls
ALL,250H,Machined greased
ALL,250H,Check brakes
ALL,250H,Check lights
ALL,250H,Check for paper etc at exhaust
ALL,250H,Check seat belts
ALL,250H,Ensure wheel chocks are present
ALL,250H,Check fire extinguisher mounting & condition
ALL,500H,Check that all wheel chocks are present
ALL,500H,Perform park brake test 
ALL,500H,Perform service brake test
ALL,500H,Perform aux brake test
ALL,500H,Check mounting and operation of all lights
ALL,500H,Check condition of all guages & warning lights
ALL,500H,Check ari pressure low air warning
ALL,500H,Check seat & belts mounting & condition
ALL,500H,Check unit for leaks
ALL,500H,Check for unusal noises  vibration
ALL,500H,With machine at operating temp do gas test
ALL,500H,CO ____________________   NOX ___________________
ALL,500H,ENGINE SECTION
ALL,500H,Change engine oil & filters
ALL,500H,Change fuel filters
ALL,500H,Check air filters change if required
ALL,500H,Check & torque engine mounts
ALL,500H,Inspect all intake & exhaust piping & manifolds
ALL,500H,Check fan belts &adjust if needed
ALL,500H,"Check alt mounting,belts & charging"
ALL,500H,Check starter & operation
ALL,500H,Check all wiring harnesses
ALL,500H,TRANSMISSION AND CONVERTOR
ALL,500H,Change trans filters
ALL,500H,Check & adjust oil level
ALL,500H,Check shifting and neutral start operation
ALL,500H,Check and tighten trans mounts
ALL,500H,Inspect & luricate drivelines
ALL,500H,Check for leaks
ALL,500H,Check condition of hosing
ALL,500H,"Check retarder mounting, plumbing & operation"
ALL,500H,FRONT AXLE
ALL,500H,Check axle oil levels & condition
ALL,500H,Check axle for leaks
ALL,500H,Check axle mounting bolts
ALL,500H,Check axle breather
ALL,500H,Retorque wheel nuts
ALL,500H,Check condition of tires & rims
ALL,500H,Check all hoses & wiring under front half of machine
ALL,500H,REAR AXLE
ALL,500H,Check axle oil levels & condition
ALL,500H,Check axle for leaks
ALL,500H,Check axle mounting bolts
ALL,500H,Check axle breather
ALL,500H,Retorque wheel nuts
ALL,500H,Check condition of tires & rims
ALL,500H,Check all hoses & wiring under rear half of machine
ALL,500H,BRAKES SYSTEM
ALL,500H,Check for mounting & leaks on all brake lines
ALL,500H,Check slack adjuster operation
ALL,500H,Check proper operation of all brake valves
ALL,500H,Ensure all air pressures are correct
ALL,500H,Check condition of shoes & drums
ALL,500H,Adjust brakes if required
ALL,500H,HYDRAULICS SYSTEM
ALL,500H,Check hyd oil level & condition
ALL,500H,Change hyd filters
ALL,500H,Check over entire unit for hyd leaks
ALL,500H,"Check all hoses for mounting, routing & condition"
ALL,500H,Check mounting of all pumps & valves
ALL,500H,Checkall hyd functionsfor proper operation
ALL,500H,STEERING
ALL,500H,Check steering operation
ALL,500H,Check condition of all steer linkage
ALL,500H,Check adjustment & condition of steer stops
ALL,500H,Check condition of steer pins & bushings
ALL,500H,Check condition of king pins
ALL,500H,ELECTRICAL SYSTEM 
ALL,500H,Check clean & tighten all battery connections & mounts
ALL,500H,Check all guages & switches condition & operation
ALL,500H,Check all wiring & harneses condition & mounting
ALL,500H,Check all lights for operation & condition
ALL,500H,Check function of fss engine shutdown
ALL,500H,FRAME & ATTACHMENTS
ALL,500H,"Check cement drum for wear, damaged & cracks"
ALL,500H,Check entire frame for cracks & damage
ALL,500H,"Checks ROPS for mounting, cracks & damage"
ALL,500H,Check fire extingiusher mounting & condition
ALL,500H,Inspect all grease lines & fittings condition
ALL,500H,Grease entire unit
ALL,500H,FIRE SUPPRESSION
ALL,500H,Units equipped with checkfire use ansul inspection sheet
ALL,500H,Note general appearance & mount of drl chemical tank
ALL,500H,"Check nameplates for readability, mounting & corrosion"
ALL,500H,"Remove fill cap, examine gasket, threads & relief vent"
ALL,500H,Ensure tankis filled with free flowing ansul dry foray chemical to a
ALL,500H,"level not more than 3"" bekow bottom of fill opening"
ALL,500H,Lubricate fill ap gasket with high temp grease & install
ALL,500H,Ensure tank is securely mounted & damage free
ALL,500H,Disengage burst disc union & examine burst disc
ALL,500H, Install air line adapter & blow air through system ensuring all
ALL,500H,nozzles receive air & no leaks in system
ALL,500H,"Remove adapter & install bursting disc, wrench tighten with caution"
ALL,500H,"Check all hoses, fittings & nozzles for damage, monuting & wear"
ALL,500H,"Check all nozzles for placement, mounting & condition, "
ALL,500H,install new blow off caps
ALL,500H,"Check remote actuator, inspect threads & relief vent"
ALL,500H,exanime & lubricate gasket
ALL,500H,Remove expellent gas cartridge check for damage or corrosion
ALL,500H,Pull ring pin & try actuator several times checking for
ALL,500H,freedom of movement
ALL,500H,Check threads & relief vent check & lubricate gasket
ALL,500H,Return cartridge to receiver & hand tighten
ALL,500H,Ensure FSS engine shutdown is functional
ALL,500H,Seal ring pin to actuator with plastic seal 
ALL,500H,ITEM
ALL,500H,Check engine oil
ALL,500H,Start engine
ALL,500H,Check guages
ALL,500H,Check transmission oil
ALL,500H,Check all controls
ALL,500H,Machined greased
ALL,500H,Check brakes
ALL,500H,Check lights
ALL,500H,Check for paper etc at exhaust
ALL,500H,Check seat belts
ALL,500H,Ensure wheel chocks are present
ALL,500H,Check fire extinguisher mounting & condition
ALL,1000H,Check that all wheel chocks are present
ALL,1000H,Perform park brake test 
ALL,1000H,Perform service brake test
ALL,1000H,Perform aux brake test
ALL,1000H,Check mounting and operation of all lights
ALL,1000H,Check condition of all guages & warning lights
ALL,1000H,Check ari pressure low air warning
ALL,1000H,Check seat & belts mounting & condition
ALL,1000H,Check unit for leaks
ALL,1000H,Check for unusal noises  vibration
ALL,1000H,With machine at operating temp do gas test
ALL,1000H,CO ____________________   NOX ___________________
ALL,1000H,ENGINE SECTION
ALL,1000H,Change engine oil & filters
ALL,1000H,Change fuel filters
ALL,1000H,Check air filters change if required
ALL,1000H,Check & torque engine mounts
ALL,1000H,Inspect all intake & exhaust piping & manifolds
ALL,1000H,Check fan belts &adjust if needed
